SYN ID	SYN POS	SYN	SYN TERMS	CONFIDENCE SCORE	GLOSS
5702726	n	Synset('attentiveness.n.01')	"['attentiveness', 'heed', 'regard', 'paying_attention']"	1	paying particular notice (as to children or helpless people)
5703803	n	Synset('notice.n.06')	['notice']	1	polite or favorable attention
5704266	n	Synset('concentration.n.05')	"['concentration', 'engrossment', 'absorption', 'immersion']"	1	complete attention; intense mental effort
5704694	n	Synset('focus.n.01')	"['focus', 'focusing', 'focussing', 'focal_point', 'direction', 'centering']"	1	the concentration of attention or energy on something
5705484	n	Synset('hang-up.n.01')	['hang-up']	1	an emotional preoccupation
5705722	n	Synset('watchfulness.n.01')	"['watchfulness', 'wakefulness', 'vigilance', 'alertness']"	1	the process of paying close and continuous attention
5708432	n	Synset('perception.n.03')	['perception']	1	the process of perceiving
5708818	n	Synset('constancy.n.02')	"['constancy', 'perceptual_constancy']"	1	(psychology) the tendency for perceived objects to give rise to very similar perceptual experiences in spite of wide variations in the conditions of observation
5709148	n	Synset('brightness_constancy.n.01')	['brightness_constancy']	1	the tendency for a visual object to be perceived as having the same brightness under widely different conditions of illumination
5709343	n	Synset('color_constancy.n.01')	"['color_constancy', 'colour_constancy']"	1	the tendency for a color to look the same under widely different viewing conditions
5711915	n	Synset('melody.n.02')	"['melody', 'tonal_pattern']"	1	the perception of pleasant arrangements of musical notes
5714466	n	Synset('aroma.n.02')	"['aroma', 'fragrance', 'perfume', 'scent']"	1	a distinctive odor that is pleasant
5718118	n	Synset('mellowness.n.02')	['mellowness']	1	a taste (especially of fruit) that is ripe and of full flavor
5718556	n	Synset('music.n.02')	"['music', 'euphony']"	1	any agreeable (pleasing and harmonious) sounds
5725527	n	Synset('heat.n.03')	"['heat', 'warmth']"	1	the sensation caused by heat energy
5726237	n	Synset('doublethink.n.01')	['doublethink']	1	believing two contradictory ideas at the same time
5726596	n	Synset('arrangement.n.03')	"['arrangement', 'organization', 'organisation', 'system']"	1	an organized structure for arranging or classifying
5727427	n	Synset('dewey_decimal_classification.n.01')	"['Dewey_decimal_classification', 'Dewey_decimal_system', 'decimal_system_of_classification']"	1	a system used by libraries to classify nonfictional publications into subject categories; the subject is indicated by a three-digit numeral and further specification is given by numerals following a decimal point; publications are shelved by number
5727808	n	Synset('contrivance.n.04')	['contrivance']	1	an artificial or unnatural or obviously contrived arrangement of details or parts etc.
5729609	n	Synset('kinship_system.n.01')	['kinship_system']	1	"(anthropology) the system of social relationships that constitute kinship in a particular culture, including the terminology that is used and the reciprocal obligations that are entailed"
5735789	n	Synset('cross-classification.n.01')	"['cross-classification', 'cross-division']"	1	classification according to more than one attribute at the same time
5737752	n	Synset('percentile.n.01')	"['percentile', 'centile']"	1	(statistics) any of the 99 numbered points that divide an ordered set of scores into 100 parts each of which contains one-hundredth of the total
5738204	n	Synset('quartile.n.01')	['quartile']	1	(statistics) any of three points that divide an ordered distribution into four parts each containing one quarter of the scores
5739965	n	Synset('heterophil_test.n.01')	['heterophil_test']	1	a blood test to detect heterophil antibodies that agglutinate sheep red blood cells; positive result indicates infectious mononucleosis
5742241	n	Synset('wassermann_test.n.01')	"['Wassermann_test', 'Wasserman_reaction', 'Wassermann']"	1	a blood test to detect syphilis; a complement fixation test is used to detect antibodies to the syphilis organism treponema; a positive reaction indicates the presence of antibodies and therefore syphilis infection
5745486	n	Synset('patch_test.n.01')	['patch_test']	1	a test to determine allergic sensitivity by applying small pads soaked with allergen to the unbroken skin
5748285	n	Synset('differentiation.n.01')	"['differentiation', 'distinction']"	1	a discrimination between things as different and distinct
5749619	n	Synset('taste.n.03')	"['taste', 'appreciation', 'discernment', 'perceptiveness']"	1	delicate discrimination (especially of aesthetic values)
5751173	n	Synset('fad.n.01')	"['fad', 'craze', 'furor', 'furore', 'cult', 'rage']"	1	an interest followed with exaggerated zeal
5751794	n	Synset('culture.n.02')	['culture']	1	the tastes in art and manners that are favored by a social group
5753564	n	Synset('education.n.03')	['education']	1	the gradual process of acquiring knowledge
5756203	n	Synset('transfer.n.05')	"['transfer', 'transfer_of_training', 'carry-over']"	1	application of a skill learned in one situation to a different but similar situation
5756414	n	Synset('generalization.n.04')	"['generalization', 'generalisation', 'stimulus_generalization', 'stimulus_generalisation']"	1	(psychology) transfer of a response learned to one stimulus to a similar stimulus
5756698	n	Synset('irradiation.n.05')	['irradiation']	1	(Pavolvian conditioning) the elicitation of a conditioned response by stimulation similar but not identical to the original stimulus
5758059	n	Synset('experience.n.01')	['experience']	1	the accumulation of knowledge or skill that results from direct participation in events or activities
5759017	n	Synset('conditioned_emotional_response.n.01')	"['conditioned_emotional_response', 'CER', 'conditioned_emotion']"	1	an emotional response that has been acquired by conditioning
5762998	n	Synset('recognition.n.02')	"['recognition', 'identification']"	1	the process of recognizing something or someone by remembering
5770926	n	Synset('thinking.n.01')	"['thinking', 'thought', 'thought_process', 'cerebration', 'intellection', 'mentation']"	1	the process of using your mind to consider something carefully
5773049	n	Synset('argumentation.n.02')	"['argumentation', 'logical_argument', 'argument', 'line_of_reasoning', 'line']"	1	a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning
5774614	n	Synset('inference.n.01')	"['inference', 'illation']"	1	the reasoning involved in drawing a conclusion or making a logical judgment on the basis of circumstantial evidence and prior conclusions rather than on the basis of direct observation
5780339	n	Synset('analogy.n.01')	['analogy']	1	an inference that if things agree in some respects they probably agree in others
5781347	n	Synset('presumption.n.02')	['presumption']	1	(law) an inference of the truth of a fact from other facts proved or admitted or judicially noticed
5782245	n	Synset('elimination.n.03')	"['elimination', 'reasoning_by_elimination']"	1	analysis of a problem into alternative possibilities followed by the systematic rejection of unacceptable alternatives
5783658	n	Synset('ratiocination.n.02')	['ratiocination']	1	logical and methodical reasoning
5783768	n	Synset('regress.n.01')	"['regress', 'reasoning_backward']"	1	the reasoning involved when you assume the conclusion is true and reason backward to the evidence
5785311	n	Synset('exploration.n.03')	['exploration']	1	a systematic consideration
5785885	n	Synset('meditation.n.01')	"['meditation', 'speculation']"	1	continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature
5786372	n	Synset('think.n.01')	['think']	1	an instance of deliberate thinking
5787848	n	Synset('omphaloskepsis.n.01')	"['omphaloskepsis', 'navel-gazing']"	1	"literally, the contemplation of one's navel, which is an idiom usually meaning complacent self-absorption"
5804491	n	Synset('underestimate.n.01')	"['underestimate', 'underestimation', 'underrating', 'underreckoning']"	1	an estimation that is too low; an estimate that is less than the true or actual value
5809745	n	Synset('tradition.n.01')	['tradition']	1	an inherited pattern of thought or action
5812038	n	Synset('center.n.06')	"['center', 'centre', 'center_of_attention', 'centre_of_attention']"	1	the object upon which interest and attention focuses
5814952	n	Synset('gut_issue.n.01')	"['gut_issue', 'hot-button_issue']"	1	an issue that elicits strong emotional reactions
5816790	n	Synset('reading.n.03')	"['reading', 'meter_reading', 'indication']"	1	a datum about some physical state that is presented to a user by a meter or similar instrument
5817145	n	Synset('acquaintance.n.01')	"['acquaintance', 'familiarity', 'conversance', 'conversancy']"	1	personal knowledge or information about someone or something
5818978	n	Synset('scientific_fact.n.01')	['scientific_fact']	1	an observation that has been confirmed repeatedly and is accepted as true (although its truth is never final)
5819773	n	Synset('verity.n.02')	['verity']	1	an enduring or necessary ethical or religious or aesthetic truth
5821486	n	Synset('precedent.n.01')	"['precedent', 'case_in_point']"	1	an example that is used to justify similar occurrences at a later time
5829782	n	Synset('joy.n.02')	"['joy', 'delight', 'pleasure']"	1	something or someone that provides a source of happiness
5830059	n	Synset('annoyance.n.04')	"['annoyance', 'bother', 'botheration', 'pain', 'infliction', 'pain_in_the_neck', 'pain_in_the_ass']"	1	something or someone that causes trouble; a source of unhappiness
5831270	n	Synset('mixed_nuisance.n.01')	['mixed_nuisance']	1	a nuisance that is both a public nuisance and a private nuisance at the same time
5833840	n	Synset('idea.n.01')	"['idea', 'thought']"	1	the content of cognition; the main thing you are thinking about
5837370	n	Synset('trap.n.03')	"['trap', 'snare']"	1	something (often something deceptively attractive) that catches you unawares
5840650	n	Synset('version.n.02')	"['version', 'variant', 'variation', 'edition']"	1	something a little different from others of the same type
5845888	n	Synset('like.n.01')	"['like', 'the_like', 'the_likes_of']"	1	a similar kind
5849284	n	Synset('quality.n.03')	"['quality', 'character', 'lineament']"	1	a characteristic property that defines the apparent individual nature of something
5850212	n	Synset('feature_of_speech.n.01')	"['feature_of_speech', 'feature']"	1	(linguistics) a distinctive characteristic of a linguistic unit that serves to distinguish it from other units of the same kind
5850823	n	Synset('attraction.n.04')	"['attraction', 'attractor', 'attracter', 'attractive_feature', 'magnet']"	1	a characteristic that provides pleasure and attracts
5851744	n	Synset('excellence.n.02')	"['excellence', 'excellency']"	1	an outstanding feature; something in which something or someone excels
5852819	n	Synset('downside.n.01')	['downside']	1	a negative aspect of something that is generally positive
5853924	n	Synset('foil.n.02')	"['foil', 'enhancer']"	1	anything that serves by contrast to call attention to another thing's good qualities
5855748	n	Synset('quantum.n.01')	['quantum']	1	a discrete amount of something that is analogous to the quantities in quantum theory
5856217	n	Synset('zero.n.03')	"['zero', 'zero_point']"	1	the point on a scale from which positive or negative numerical quantities can be measured
5859071	n	Synset('parameter.n.01')	"['parameter', 'parametric_quantity']"	1	a constant in the equation of a curve that can be varied to yield a family of similar curves
5862268	n	Synset('homogeneous_polynomial.n.01')	['homogeneous_polynomial']	1	a polynomial consisting of terms all of the same degree
5864177	n	Synset('random_variable.n.01')	"['random_variable', 'variate', 'variant', 'stochastic_variable', 'chance_variable']"	1	a variable quantity that is random
5865174	n	Synset('radius_vector.n.02')	['radius_vector']	1	a line connecting a point in space to the origin of a polar coordinate system
5869584	n	Synset('whole.n.01')	['whole']	1	all of something including all its component elements or parts
5874941	n	Synset('avogadro's_law.n.01')	"[""Avogadro's_law"", ""Avogadro's_hypothesis""]"	1	the principle that equal volumes of all gases (given the same temperature and pressure) contain equal numbers of molecules
5876148	n	Synset('coulomb's_law.n.01')	"[""Coulomb's_Law""]"	1	a fundamental principle of electrostatics; the force of attraction or repulsion between two charged particles is directly proportional to the product of the charges and inversely proportional to the distance between them; principle also holds for magnetic poles
5876469	n	Synset('dalton's_law.n.02')	"[""Dalton's_law"", ""Dalton's_law_of_partial_pressures"", 'law_of_partial_pressures']"	1	(chemistry and physics) law stating that the pressure exerted by a mixture of gases equals the sum of the partial pressures of the gases in the mixture; the pressure of a gas in a mixture equals the pressure it would exert if it occupied the same volume alone at the same temperature
5877718	n	Synset('fechner's_law.n.01')	"[""Fechner's_law"", 'Weber-Fechner_law']"	1	(psychophysics) the concept that the magnitude of a subjective sensation increases proportional to the logarithm of the stimulus intensity; based on early work by E. H. Weber
5879003	n	Synset('hooke's_law.n.01')	"[""Hooke's_law""]"	1	(physics) the principle that (within the elastic limit) the stress applied to a solid is proportional to the strain produced
5879204	n	Synset('hubble's_law.n.01')	"[""Hubble's_law"", 'Hubble_law']"	1	(astronomy) the generalization that the speed of recession of distant galaxies (the red shift) is proportional to their distance from the observer
5880187	n	Synset('kepler's_third_law.n.01')	"[""Kepler's_third_law"", 'harmonic_law']"	1	a law stating that the ratio of the square of the revolutionary period (in years) to the cube of the orbital axis (in astronomical units) is the same for all planets
5880432	n	Synset('kirchhoff's_laws.n.01')	"[""Kirchhoff's_laws""]"	1	(physics) two laws governing electric networks in which steady currents flow: the sum of all the currents at a point is zero and the sum of the voltage gains and drops around any closed circuit is zero
5880854	n	Synset('law_of_constant_proportion.n.01')	"['law_of_constant_proportion', 'law_of_definite_proportions']"	1	(chemistry) law stating that every pure substance always contains the same elements combined in the same proportions by weight
5881303	n	Synset('law_of_effect.n.01')	['law_of_effect']	1	(psychology) the principle that behaviors are selected by their consequences; behavior having good consequences tends to be repeated whereas behavior that leads to bad consequences is not repeated
5881867	n	Synset('law_of_gravitation.n.01')	"['law_of_gravitation', ""Newton's_law_of_gravitation""]"	1	(physics) the law that states any two bodies attract each other with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them
5882537	n	Synset('law_of_mass_action.n.01')	['law_of_mass_action']	1	(chemistry) the law that states the following principle: the rate of a chemical reaction is directly proportional to the molecular concentrations of the reacting substances
5882793	n	Synset('law_of_thermodynamics.n.01')	['law_of_thermodynamics']	1	(physics) a law governing the relations between states of energy in a closed system
5883992	n	Synset('gresham's_law.n.01')	"[""Gresham's_Law""]"	1	(economics) the principle that when two kinds of money having the same denominational value are in circulation the intrinsically more valuable money will be hoarded and the money of lower intrinsic value will circulate more freely until the intrinsically more valuable money is driven out of circulation; bad money drives out good; credited to Sir Thomas Gresham
5884433	n	Synset('mendel's_law.n.01')	"[""Mendel's_law""]"	1	(genetics) one of two principles of heredity formulated by Gregor Mendel on the basis of his experiments with plants; the principles were limited and modified by subsequent genetic research
5886039	n	Synset('second_law_of_motion.n.01')	"['second_law_of_motion', ""Newton's_second_law_of_motion"", ""Newton's_second_law""]"	1	the rate of change of momentum is proportional to the imposed force and goes in the direction of the force
5886455	n	Synset('ohm's_law.n.01')	"[""Ohm's_law""]"	1	electric current is directly proportional to voltage and inversely proportional to resistance; I = E/R
5887365	n	Synset('planck's_law.n.01')	"[""Planck's_law""]"	1	(physics) the basis of quantum theory; the energy of electromagnetic waves is contained in indivisible quanta that have to be radiated or absorbed as a whole; the magnitude is proportional to frequency where the constant of proportionality is given by Planck's constant
5888215	n	Synset('nebular_hypothesis.n.01')	['nebular_hypothesis']	1	(cosmology) the theory that the solar system evolved from a hot gaseous nebula
5892096	n	Synset('assumption.n.02')	"['assumption', 'supposition', 'supposal']"	1	a hypothesis that is taken for granted
5893356	n	Synset('given.n.01')	"['given', 'presumption', 'precondition']"	1	an assumption that is taken for granted
5894311	n	Synset('hysteron_proteron.n.02')	['hysteron_proteron']	1	the logical fallacy of using as a true premise a proposition that is yet to be proved
5894631	n	Synset('pathetic_fallacy.n.01')	['pathetic_fallacy']	1	the fallacy of attributing human feelings to inanimate objects; `the friendly sun' is an example of the pathetic fallacy
5895588	n	Synset('self-deception.n.01')	"['self-deception', 'self-deceit']"	1	a misconception that is favorable to the person who holds it
5896618	n	Synset('wishful_thinking.n.01')	['wishful_thinking']	1	the illusion that what you wish for is actually true
5900583	n	Synset('rehabilitation_program.n.01')	['rehabilitation_program']	1	a program for restoring someone to good health
5901508	n	Synset('policy.n.01')	['policy']	1	a plan of action adopted by an individual or social group
5901840	n	Synset('activism.n.01')	['activism']	1	a policy of taking direct and militant action to achieve a political or social goal
5904616	n	Synset('list_system.n.01')	"['list_system', 'scrutin_de_liste', 'scrutin_de_liste_system']"	1	"based on the principle of proportional representation; voters choose between party lists, the number elected from each list being determined by the percentage cast for each list out of the total vote"
5905348	n	Synset('scheme.n.01')	"['scheme', 'strategy']"	1	an elaborate and systematic plan of action
5908520	n	Synset('intrigue.n.01')	"['intrigue', 'machination']"	1	a crafty and involved plot to achieve your (usually sinister) ends
5909585	n	Synset('regimen.n.01')	"['regimen', 'regime']"	1	(medicine) a systematic plan for therapy (often including diet)
5910577	n	Synset('moneymaker.n.02')	"['moneymaker', 'money-spinner', 'cash_cow']"	1	a project that generates a continuous flow of money
5912012	n	Synset('individual_retirement_account.n.01')	"['individual_retirement_account', 'IRA']"	1	a retirement plan that allows you to contribute a limited yearly sum toward your retirement; taxes on the interest earned in the account are deferred
5912814	n	Synset('stock_purchase_plan.n.01')	['stock_purchase_plan']	1	an organized plan for employees of a company to buy shares of its stock
5913538	n	Synset('principle.n.01')	"['principle', 'rule']"	1	a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct
5915356	n	Synset('yang.n.01')	['yang']	1	the bright positive masculine principle in Chinese dualistic cosmology
5917477	n	Synset('effect.n.03')	['effect']	1	an impression (especially one that is artificial or contrived)
5918379	n	Synset('bayes'_theorem.n.01')	"[""Bayes'_theorem""]"	1	(statistics) a theorem describing how the conditional probability of a set of possible causes for a given observed event can be computed from knowledge of the probability of each cause and the conditional probability of the outcome of each cause
5919034	n	Synset('intuition.n.02')	"['intuition', 'hunch', 'suspicion']"	1	an impression that something might be the case
5922809	n	Synset('undertone.n.02')	"['undertone', 'undercurrent']"	1	a subdued emotional quality underlying an utterance; implicit meaning
5922949	n	Synset('reference.n.06')	"['reference', 'denotation', 'extension']"	1	the most direct or specific meaning of a word or expression; the class of objects that an expression refers to
5930010	n	Synset('psychosexuality.n.01')	['psychosexuality']	1	the mental representation of sexual activities
5933246	n	Synset('view.n.02')	"['view', 'aspect', 'prospect', 'scene', 'vista', 'panorama']"	1	the visual percept of a region
5936016	n	Synset('memory_picture.n.01')	['memory_picture']	1	a memory image that is similar to a visual perception
5936381	n	Synset('visual_image.n.01')	"['visual_image', 'visualization', 'visualisation']"	1	a mental image that is similar to a visual perception
5936995	n	Synset('auditory_image.n.01')	['auditory_image']	1	a mental image that is similar to an auditory perception
5937524	n	Synset('prototype.n.01')	"['prototype', 'paradigm', 'epitome', 'image']"	1	a standard or typical example
5938400	n	Synset('original.n.02')	"['original', 'archetype', 'pilot']"	1	something that serves as a model or a basis for making copies
5938795	n	Synset('pattern.n.05')	['pattern']	1	a model considered worthy of imitation
5941423	n	Synset('belief.n.01')	['belief']	1	any cognitive content held as true
5943066	n	Synset('faith.n.02')	"['faith', 'trust']"	1	complete confidence in a person or plan etc
5943300	n	Synset('doctrine.n.01')	"['doctrine', 'philosophy', 'philosophical_system', 'school_of_thought', 'ism']"	1	a belief (or system of beliefs) accepted as authoritative by some group or school
5944686	n	Synset('philosophy.n.03')	['philosophy']	1	any personal belief about how to live or how to deal with a situation
5951072	n	Synset('foretaste.n.01')	['foretaste']	1	an early limited awareness of something yet to occur
5951692	n	Synset('revolutionism.n.01')	['revolutionism']	1	a belief in the spread of revolutionary principles
5954894	n	Synset('values.n.01')	['values']	1	beliefs of a person or social group in which they have an emotional investment (either for or against something)
5955323	n	Synset('principle.n.02')	['principle']	1	a rule or standard especially of good behavior
5955848	n	Synset('chivalry.n.02')	"['chivalry', 'knightliness']"	1	the medieval principles governing knighthood and knightly conduct
5956019	n	Synset('ethic.n.01')	"['ethic', 'moral_principle', 'value-system', 'value_orientation']"	1	the principles of right and wrong that are accepted by an individual or a social group
5956287	n	Synset('chartism.n.01')	['Chartism']	1	the principles of a body of 19th century English reformers who advocated better social and economic conditions for working people
5956906	n	Synset('jus_sanguinis.n.01')	['jus_sanguinis']	1	the principle that a person's nationality at birth is the same as that of his natural parents
5957238	n	Synset('preemption.n.01')	"['preemption', 'pre-emption']"	1	the judicial principle asserting the supremacy of federal over state legislation on the same subject
5957737	n	Synset('scruple.n.03')	['scruple']	1	an ethical or moral principle that inhibits action
5958427	n	Synset('amoralism.n.01')	['amoralism']	1	the doctrine that moral distinctions are invalid
5958919	n	Synset('antiestablishmentarianism.n.01')	"['antiestablishmentarianism', 'antiestablishmentism']"	1	the doctrine of opposition to the social and political establishment
5960698	n	Synset('dualism.n.01')	['dualism']	1	"the doctrine that reality consists of two basic opposing elements, often taken to be mind and matter (or mind and body), or good and evil"
5961278	n	Synset('establishmentarianism.n.01')	"['establishmentarianism', 'establishmentism']"	1	the doctrine of supporting the social or political establishment
5963299	n	Synset('rugged_individualism.n.01')	['rugged_individualism']	1	individualism in social and economic affairs; belief not only in personal liberty and self-reliance but also in free competition
5965388	n	Synset('nihilism.n.01')	['nihilism']	1	a revolutionary doctrine that advocates destruction of the social system for its own sake
5967588	n	Synset('egalitarianism.n.01')	"['egalitarianism', 'equalitarianism']"	1	the doctrine of the equality of mankind and the desirability of political and economic and social equality
5968971	n	Synset('aesthetic.n.01')	"['aesthetic', 'esthetic']"	1	(philosophy) a philosophical theory as to what is beautiful
5973007	n	Synset('mentalism.n.01')	['mentalism']	1	(philosophy) a doctrine that mind is the true reality and that objects exist only as aspects of the mind's awareness
5974156	n	Synset('nominalism.n.01')	['nominalism']	1	(philosophy) the doctrine that the various objects labeled by the same term have nothing in common but their name
5976471	n	Synset('sensualism.n.02')	"['sensualism', 'sensationalism']"	1	(philosophy) the ethical doctrine that feeling is the only criterion for what is good
5977340	n	Synset('taoism.n.04')	"['Taoism', 'Daoism']"	1	philosophical system developed by Lao-tzu and Chuang-tzu advocating a simple honest life and noninterference with the course of natural events
5979800	n	Synset('white_magic.n.01')	['white_magic']	1	magic used only for good purposes
5982720	n	Synset('intention.n.02')	['intention']	1	(usually plural) the goal with respect to a marriage proposal
5984584	n	Synset('experience.n.02')	['experience']	1	the content of direct observation or participation in an event
5989479	n	Synset('theory.n.01')	['theory']	1	a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena
5990089	n	Synset('theory_of_gravitation.n.01')	"['theory_of_gravitation', 'theory_of_gravity', 'gravitational_theory', ""Newton's_theory_of_gravitation""]"	1	(physics) the theory that any two particles of matter attract one another with a force directly proportional to the product of their masses and inversely proportional to the square of the distance between them
5995220	n	Synset('consumerism.n.01')	['consumerism']	1	the theory that an increasing consumption of goods is economically beneficial
5996110	n	Synset('stevens'_law.n.01')	"[""Stevens'_law"", 'power_law', ""Stevens'_power_law""]"	1	(psychophysics) the concept that the magnitude of a subjective sensation increases proportional to a power of the stimulus intensity
5996353	n	Synset('weber's_law.n.01')	"[""Weber's_law""]"	1	(psychophysics) the concept that a just-noticeable difference in a stimulus is proportional to the magnitude of the original stimulus
5997814	n	Synset('region.n.05')	"['region', 'realm']"	1	a knowledge domain that you are interested in or are communicating about
5999540	n	Synset('scientific_knowledge.n.01')	['scientific_knowledge']	1	knowledge accumulated by systematic study and organized by general principles
6017594	n	Synset('topology.n.03')	"['topology', 'analysis_situs']"	1	the branch of pure mathematics that deals only with the properties of a figure X that hold for every figure into which X can be transformed with a one-to-one correspondence that is continuous in both directions
6021761	n	Synset('average.n.01')	"['average', 'norm']"	1	a statistic describing the location of a distribution
6023821	n	Synset('median.n.01')	"['median', 'median_value']"	1	the value below which 50% of the cases fall
6023969	n	Synset('mean.n.01')	"['mean', 'mean_value']"	1	an average of n numbers computed by adding some function of the numbers and dividing by some function of n
6025287	n	Synset('covariance.n.01')	['covariance']	1	(statistics) the mean value of the product of the deviations of two variates from their respective means
6031248	n	Synset('correlation.n.03')	"['correlation', 'correlational_statistics']"	1	a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the other
6032752	n	Synset('covariation.n.01')	['covariation']	1	(statistics) correlated variation
6035014	n	Synset('coefficient_of_concordance.n.01')	['coefficient_of_concordance']	1	a coefficient of agreement (concordance) between different sets of rank orderings of the same set of things
6035413	n	Synset('phi_coefficient.n.01')	"['phi_coefficient', 'phi_correlation', 'fourfold_point_correlation']"	1	"an index of the relation between any two sets of scores that can both be represented on ordered binary dimensions (e.g., male-female)"
6049091	n	Synset('prosthetics.n.01')	['prosthetics']	1	the branch of medicine dealing with the production and use of artificial body parts
6049250	n	Synset('prosthodontics.n.01')	"['prosthodontics', 'prosthodontia']"	1	the branch of dentistry dealing with the replacement of teeth and related mouth or jaw structures by artificial devices
6053101	n	Synset('neuropsychiatry.n.01')	['neuropsychiatry']	1	the branch of medicine dealing with mental disorders attributable to diseases of the nervous system
6056923	n	Synset('psychotherapy.n.01')	"['psychotherapy', 'psychotherapeutics', 'mental_hygiene']"	1	the branch of psychiatry concerned with psychological methods
6082972	n	Synset('sociobiology.n.01')	['sociobiology']	1	the branch of biology that conducts comparative studies of the social organization of animals (including human beings) with regard to its evolutionary history
6090869	n	Synset('physics.n.01')	"['physics', 'natural_philosophy']"	1	the science of matter and energy and their interactions
6096451	n	Synset('astrodynamics.n.01')	['astrodynamics']	1	the branch of astronomy that studies the motion of natural and artificial bodies in space
6103746	n	Synset('rutherford_atom.n.01')	['Rutherford_atom']	1	first modern concept of atomic structure; all of the positive charge and most of the mass of the atom are contained in a compact nucleus; a number of electrons (equal to the atomic number) occupy the rest of the volume of the atom and neutralize the positive charge
6105107	n	Synset('conservation_of_momentum.n.01')	['conservation_of_momentum']	1	the principle that the total linear momentum in a closed system is constant and is not affected by processes occurring inside the system
6105314	n	Synset('parity.n.04')	"['parity', 'conservation_of_parity', 'space-reflection_symmetry', 'mirror_symmetry']"	1	(physics) parity is conserved in a universe in which the laws of physics are the same in a right-handed system of coordinates as in a left-handed system
6106502	n	Synset('relativity.n.01')	"['relativity', 'theory_of_relativity', 'relativity_theory', ""Einstein's_theory_of_relativity""]"	1	(physics) the theory that space and time are relative concepts rather than absolute concepts
6108079	n	Synset('uncertainty_principle.n.01')	"['uncertainty_principle', 'indeterminacy_principle']"	1	(quantum theory) the theory that it is impossible to measure both energy and time (or position and momentum) completely accurately at the same time
6115701	n	Synset('geology.n.01')	['geology']	1	a science that deals with the history of the earth as recorded in rocks
6122578	n	Synset('topography.n.02')	['topography']	1	precise detailed study of the surface features of a region
6136258	n	Synset('psychology.n.01')	"['psychology', 'psychological_science']"	1	the science of mental life
6138941	n	Synset('developmental_psychology.n.01')	"['developmental_psychology', 'genetic_psychology', 'child_psychology']"	1	the branch of psychology that studies the social and mental development of children
6141768	n	Synset('psychodynamics.n.02')	['psychodynamics']	1	the branch of social psychology that deals with the processes and emotions that determine psychology and motivation
6141962	n	Synset('group_dynamics.n.01')	['group_dynamics']	1	the branch of social psychology that studies the psychodynamics of interaction in social groups
6142598	n	Synset('cybernetics.n.01')	['cybernetics']	1	(biology) the field of science concerned with processes of communication and control (especially the comparison of these processes in biological and artificial systems)
6143454	n	Synset('civics.n.01')	['civics']	1	the social science of municipal affairs
6143546	n	Synset('anthropology.n.01')	['anthropology']	1	the social science that studies the origins and social relationships of human beings
6148002	n	Synset('ritualism.n.01')	['ritualism']	1	the study of religious or magical rites and ceremonies
6148148	n	Synset('politics.n.02')	"['politics', 'political_science', 'government']"	1	the study of government of states and other political units
6149038	n	Synset('realpolitik.n.01')	"['realpolitik', 'practical_politics']"	1	politics based on practical rather than moral or ideological considerations
6149192	n	Synset('politics.n.04')	"['politics', 'political_sympathies']"	1	the opinion you hold with respect to political questions
6149484	n	Synset('economics.n.01')	"['economics', 'economic_science', 'political_economy']"	1	the branch of social science that deals with the production and distribution and consumption of goods and services and their management
6151693	n	Synset('sociology.n.01')	['sociology']	1	the study and classification of human societies
6152631	n	Synset('sociometry.n.01')	['sociometry']	1	the quantitative study of social relationships
6152821	n	Synset('systematics.n.01')	['systematics']	1	the science of systematic classification
6153698	n	Synset('thanatology.n.01')	['thanatology']	1	the branch of science that studies death (especially its social and psychological aspects)
6155891	n	Synset('historicism.n.01')	['historicism']	1	a theory that social and cultural events are determined by history
6156169	n	Synset('iconology.n.01')	['iconology']	1	the branch of art history that studies visual images and their symbolic meaning (especially in social or political terms)
6158346	n	Synset('philosophy.n.02')	['philosophy']	1	the rational investigation of questions about existence and knowledge and ethics
6159473	n	Synset('ethics.n.02')	"['ethics', 'moral_philosophy']"	1	the philosophical study of moral values and rules
6160055	n	Synset('casuistry.n.02')	['casuistry']	1	moral philosophy based on the application of general ethical principles to resolve moral dilemmas
6160596	n	Synset('hedonism.n.02')	['hedonism']	1	an ethical system that evaluates the pursuit of pleasure as the highest good
6161223	n	Synset('aesthetics.n.01')	"['aesthetics', 'esthetics']"	1	(art) the branch of philosophy dealing with beauty and taste (emphasizing the evaluative criteria that are applied to art)
6165823	n	Synset('modal_logic.n.02')	['modal_logic']	1	a system of logic whose formal properties resemble certain moral and epistemological concepts
6168334	n	Synset('structuralism.n.02')	"['structuralism', 'structural_anthropology']"	1	an anthropological theory that there are unobservable social structures that generate observable social phenomena
6181123	n	Synset('sociolinguistics.n.01')	['sociolinguistics']	1	the study of language in relation to its sociocultural context
6182144	n	Synset('theology.n.01')	"['theology', 'divinity']"	1	the rational and systematic study of religion and its influences and of the nature of religious truth
