SYN ID	SYN POS	SYN	SYN TERMS	CONFIDENCE SCORE	GLOSS
2821415	n	Synset('bedpost.n.01')	['bedpost']	-1.000	any of 4 vertical supports at the corners of a bedstead
2828648	n	Synset('beltway.n.01')	['beltway', 'bypass', 'ring_road', 'ringway']	-1.000	a highway that encircles an urban area so that traffic does not have to pass through the center
2830157	n	Synset('bender.n.01')	['bender']	-1.000	a tool for bending
2853016	n	Synset('block.n.05')	['block']	-1.000	housing in a large building that is divided into separate units
2884011	n	Synset('box.n.09')	['box']	-1.000	separate partitioned area in a public place for a few people
2900594	n	Synset('bridoon.n.01')	['bridoon']	-1.000	a bit resembling a snaffle bit; used with a separate curb
2919148	n	Synset('bumper_guard.n.01')	['bumper_guard']	-1.000	vertical bars attached to a bumper to prevent locking bumpers with another vehicle
2957862	n	Synset('captain's_chair.n.01')	["captain's_chair"]	-1.000	a wooden armchair with a saddle seat and a low back that has vertical spindles
2963302	n	Synset('card_index.n.01')	['card_index', 'card_catalog', 'card_catalogue']	-1.000	an alphabetical listing of items (e.g., books in a library) with a separate card for each item
3017428	n	Synset('chimney.n.01')	['chimney']	-1.000	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building
3045698	n	Synset('cloak.n.01')	['cloak']	-1.000	anything that covers or conceals
3073977	n	Synset('column.n.07')	['column', 'pillar']	-1.000	(architecture) a tall vertical cylindrical structure standing upright and used to support a structure
3074380	n	Synset('column.n.06')	['column', 'pillar']	-1.000	a vertical cylindrical structure standing alone and not supporting anything (such as a monument)
3074574	n	Synset('column.n.02')	['column', 'chromatography_column']	-1.000	a vertical glass tube used in column chromatography; a mixture is poured in the top and washed through a stationary substance where components of the mixture are adsorbed selectively to form colored bands
3079741	n	Synset('compartment.n.02')	['compartment']	-1.000	a partitioned section, chamber, or separate room within a larger enclosed area
3080309	n	Synset('compartment.n.01')	['compartment']	-1.000	a space into which an area is subdivided
3086183	n	Synset('concentration_camp.n.01')	['concentration_camp', 'stockade']	-1.000	a penal camp where political prisoners or prisoners of war are confined (usually under harsh conditions)
3106722	n	Synset('cord.n.04')	['cord', 'corduroy']	-1.000	a cut pile fabric with vertical ribs; usually made of cotton
3126707	n	Synset('crane.n.04')	['crane']	-1.000	lifts and moves heavy objects; lifting tackle is suspended from a pivoted boom that rotates around a vertical axis
3146777	n	Synset('culotte.n.01')	['culotte']	-1.000	a divided skirt
3148808	n	Synset('cupola.n.01')	['cupola']	-1.000	a vertical cylindrical furnace for melting iron for casting
3154073	n	Synset('cutter.n.06')	['cutter', 'cutlery', 'cutting_tool']	-1.000	a cutting implement; a tool for cutting
3174829	n	Synset('demulcent.n.01')	['demulcent']	-1.000	a medication (in the form of an oil or salve etc.) that soothes inflamed or injured skin
3176594	n	Synset('deodorant.n.01')	['deodorant', 'deodourant']	-1.000	a toiletry applied to the skin in order to mask unpleasant odors
3187751	n	Synset('dialyzer.n.01')	['dialyzer', 'dialysis_machine']	-1.000	a medical instrument for separating substances in solution by unequal diffusion through semipermeable membranes
3211616	n	Synset('display_panel.n.01')	['display_panel', 'display_board', 'board']	-1.000	a vertical surface on which information can be displayed to public view
3224603	n	Synset('dormer.n.01')	['dormer', 'dormer_window']	-1.000	a gabled extension built out from a sloping roof to accommodate a vertical window
3226375	n	Synset('double-breasted_jacket.n.01')	['double-breasted_jacket']	-1.000	a jacket having fronts that overlap enough for two separate rows of buttons
3226880	n	Synset('double_door.n.01')	['double_door']	-1.000	two vertical doors that meet in the middle of the door frame when closed
3240892	n	Synset('drill_press.n.01')	['drill_press']	-1.000	a machine tool with a separate, upright stand; an electric drill is pressed into the work automatically or with a hand lever
3244047	n	Synset('driver.n.05')	['driver', 'number_one_wood']	-1.000	a golf club (a wood) with a near vertical face that is used for hitting long shots from the tee
3244775	n	Synset('driving_iron.n.01')	['driving_iron', 'one_iron']	-1.000	(golf) the long iron with the most nearly vertical face
3281145	n	Synset('elevator.n.01')	['elevator', 'lift']	-1.000	lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building
3281673	n	Synset('elevator_shaft.n.01')	['elevator_shaft']	-1.000	a vertical shaft in a building to permit the passage of an elevator from floor to floor
3285578	n	Synset('encaustic.n.01')	['encaustic']	-1.000	a paint consisting of pigment mixed with melted beeswax; it is fixed with heat after application
3309356	n	Synset('eyepatch.n.01')	['eyepatch', 'patch']	-1.000	a protective cloth covering for an injured eye
3313456	n	Synset('face.n.13')	['face']	-1.000	a vertical surface of a building or cliff
3329302	n	Synset('ferris_wheel.n.01')	['Ferris_wheel']	-1.000	a vertical rotating mechanism consisting of a large wheel with suspended seats that remain upright as the wheel rotates; provides a ride at an amusement park
3365991	n	Synset('floor.n.02')	['floor', 'level', 'storey', 'story']	-1.000	a structure consisting of a room or set of rooms at a single position along a vertical scale
3379461	n	Synset('footboard.n.02')	['footboard']	-1.000	a vertical board or panel forming the foot of a bedstead
3386870	n	Synset('foul-weather_gear.n.01')	['foul-weather_gear']	-1.000	protective garment that is intended to keep the wearer dry and warm in bad weather
3396311	n	Synset('fret.n.03')	['fret', 'Greek_fret', 'Greek_key', 'key_pattern']	-1.000	an ornamental pattern consisting of repeated vertical and horizontal lines (often in relief)
3409393	n	Synset('gable.n.01')	['gable', 'gable_end', 'gable_wall']	-1.000	the vertical triangular wall between the sloping ends of gable roof
3467068	n	Synset('guillotine.n.02')	['guillotine']	-1.000	instrument of execution that consists of a weighted blade between two vertical poles; used for beheading people
3473465	n	Synset('gyrostabilizer.n.01')	['gyrostabilizer', 'gyrostabiliser']	-1.000	a stabilizer consisting of a heavy gyroscope that spins on a vertical axis; reduces side-to-side rolling of a ship or plane
3490784	n	Synset('hangar_queen.n.01')	['hangar_queen']	-1.000	an airplane with a bad maintenance record
3495570	n	Synset('harp.n.02')	['harp']	-1.000	a pair of curved vertical supports for a lampshade
3497657	n	Synset('hat.n.01')	['hat', 'chapeau', 'lid']	-1.000	headdress that protects the head from bad weather; has shaped crown and usually a brim
3502200	n	Synset('headboard.n.01')	['headboard']	-1.000	a vertical board or panel forming the head of a bedstead
3530803	n	Synset('honkytonk.n.01')	['honkytonk', 'dive']	-1.000	a cheap disreputable nightclub or dance hall
3532080	n	Synset('hoodoo.n.04')	['hoodoo']	-1.000	something believed to bring bad luck
3579982	n	Synset('internal-combustion_engine.n.01')	['internal-combustion_engine', 'ICE']	-1.000	a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine
3592773	n	Synset('jamb.n.01')	['jamb']	-1.000	upright consisting of a vertical side member of a door or window frame
3601335	n	Synset('joint.n.02')	['joint']	-1.000	a disreputable place of entertainment
3602883	n	Synset('joystick.n.02')	['joystick']	-1.000	a manual control consisting of a vertical handle that can move freely in two directions; used as an input device to computers or to devices controlled by computers
3603442	n	Synset('jungle_gym.n.01')	['jungle_gym']	-1.000	a structure of vertical and horizontal rods where children can climb and play
3603958	n	Synset('juju.n.02')	['juju', 'voodoo', 'hoodoo', 'fetish', 'fetich']	-1.000	a charm superstitiously believed to embody magical powers
3621935	n	Synset('kitsch.n.01')	['kitsch']	-1.000	excessively garish or sentimental art; usually considered in bad taste
3628831	n	Synset('krummhorn.n.01')	['krummhorn', 'crumhorn', 'cromorne']	-1.000	a Renaissance woodwind with a double reed and a curving tube (crooked horn)
3651265	n	Synset('lead.n.14')	['lead', 'leading']	-1.000	thin strip of metal used to separate lines of type in printing
3655838	n	Synset('lemon.n.05')	['lemon', 'stinker']	-1.000	an artifact (especially an automobile) that is defective or unsatisfactory
3661340	n	Synset('lid.n.02')	['lid']	-1.000	a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.
3726760	n	Synset('mast.n.01')	['mast']	-1.000	a vertical spar for supporting sails
3733131	n	Synset('maypole.n.01')	['maypole']	-1.000	a vertical pole or post decorated with streamers that can be held by dancers celebrating May Day
3745712	n	Synset('meniscus.n.03')	['meniscus']	-1.000	(physics) the curved upper surface of a nonturbulent liquid in a vertical tube
3762332	n	Synset('midiron.n.01')	['midiron', 'two_iron']	-1.000	long iron with a nearly vertical face
3768916	n	Synset('mineshaft.n.01')	['mineshaft']	-1.000	excavation consisting of a vertical or sloping passageway for finding or mining ore or for ventilating a mine
3778302	n	Synset('modification.n.02')	['modification']	-1.000	slightly modified copy; not an exact copy
3784139	n	Synset('monotype.n.02')	['monotype']	-1.000	a typesetting machine operated from a keyboard that sets separate characters
3798268	n	Synset('mullion.n.01')	['mullion']	-1.000	a nonstructural vertical strip between the casements or panes of a window (or the panels of a screen)
3894379	n	Synset('partition.n.01')	['partition', 'divider']	-1.000	a vertical structure that divides or separates (as a wall divides one room from another)
3932203	n	Synset('piece.n.01')	['piece']	-1.000	a separate part of a whole
3932670	n	Synset('piece_of_cloth.n.01')	['piece_of_cloth', 'piece_of_material']	-1.000	a separate part consisting of fabric
3933183	n	Synset('piece_of_leather.n.01')	['piece_of_leather']	-1.000	a separate part consisting of leather
3934042	n	Synset('pier.n.02')	['pier']	-1.000	(architecture) a vertical supporting structure (as a portion of wall between two doors or windows)
3968728	n	Synset('plumb_bob.n.01')	['plumb_bob', 'plumb', 'plummet']	-1.000	the metal bob of a plumb line
3969627	n	Synset('plumb_line.n.01')	['plumb_line', 'perpendicular']	-1.000	a cord from which a metal weight is suspended pointing directly to the earth's center of gravity; used to determine the vertical from a given point
3988926	n	Synset('post_and_lintel.n.01')	['post_and_lintel']	-1.000	a structure consisting of vertical beams (posts) supporting a horizontal beam (lintel)
3998673	n	Synset('precipitator.n.01')	['precipitator', 'electrostatic_precipitator', 'Cottrell_precipitator']	-1.000	removes dust particles from gases by electrostatic precipitation
4026053	n	Synset('purifier.n.01')	['purifier']	-1.000	an apparatus for removing impurities
4028581	n	Synset('pylon.n.02')	['pylon', 'power_pylon']	-1.000	a large vertical steel tower supporting high-tension power lines
4030965	n	Synset('quadraphony.n.01')	['quadraphony', 'quadraphonic_system', 'quadriphonic_system']	-1.000	a stereophonic sound recording or reproducing system using four separate channels
4033557	n	Synset('queen_post.n.01')	['queen_post']	-1.000	vertical tie post in a roof truss
4047401	n	Synset('railing.n.01')	['railing', 'rail']	-1.000	a barrier consisting of a horizontal bar and supports
4083468	n	Synset('restoration.n.05')	['restoration']	-1.000	some artifact that has been restored or reconstructed
4088696	n	Synset('riddle.n.02')	['riddle']	-1.000	a coarse sieve (as for gravel)
4094720	n	Synset('riser.n.03')	['riser']	-1.000	structural member consisting of the vertical part of a stair or step
4094859	n	Synset('riser.n.02')	['riser', 'riser_pipe', 'riser_pipeline', 'riser_main']	-1.000	a vertical pipe in a building
4117216	n	Synset('rudder.n.02')	['rudder']	-1.000	(nautical) steering mechanism consisting of a hinged vertical plate mounted at the stern of a vessel
4117464	n	Synset('rudder.n.01')	['rudder']	-1.000	a hinged vertical airfoil mounted at the tail of an aircraft and used to make horizontal course changes
4117639	n	Synset('rudder_blade.n.01')	['rudder_blade']	-1.000	the vertical blade on a rudder
4117747	n	Synset('rudderpost.n.01')	['rudderpost', 'rudderstock']	-1.000	a vertical post at the forward edge of a rudder that enables the rudder to pivot
4182514	n	Synset('shaft.n.10')	['shaft']	-1.000	a long vertical passage sunk into the earth, as for a mine or tunnel
4182708	n	Synset('shaft.n.09')	['shaft', 'scape']	-1.000	(architecture) upright consisting of the vertical part of a column
4182890	n	Synset('shaft.n.08')	['shaft']	-1.000	a vertical passageway through a building (as for an elevator)
4184701	n	Synset('shard.n.01')	['shard', 'sherd', 'fragment']	-1.000	a broken piece of a brittle artifact
4213105	n	Synset('sickbay.n.01')	['sickbay', 'sick_berth']	-1.000	(nautical) a room for the treatment of the sick or injured (as on a ship)
4216634	n	Synset('sieve.n.01')	['sieve', 'screen']	-1.000	a strainer for separating lumps from powdered material or grading particles
4216860	n	Synset('sifter.n.01')	['sifter']	-1.000	a household sieve (as for flour)
4239436	n	Synset('sling.n.05')	['sling', 'scarf_bandage', 'triangular_bandage']	-1.000	bandage to support an injured forearm; consisting of a wide triangular piece of cloth hanging from around the neck
4282494	n	Synset('splint.n.02')	['splint']	-1.000	an orthopedic mechanical device used to immobilize and protect a part of the body (as a broken leg)
4282664	n	Synset('split.n.08')	['split']	-1.000	(tenpin bowling) a divided formation of pins left standing after the first bowl
4286960	n	Synset('spot_weld.n.01')	['spot_weld', 'spot-weld']	-1.000	each of the welds made by welding at a separate point
4293450	n	Synset('squib.n.01')	['squib']	-1.000	firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise
4298661	n	Synset('stairwell.n.01')	['stairwell']	-1.000	a vertical well around which there is a stairway
4298906	n	Synset('stake.n.03')	['stake']	-1.000	instrument of execution consisting of a vertical post that a victim is tied to for burning
4300643	n	Synset('stanchion.n.01')	['stanchion']	-1.000	any vertical post or rod used as a support
4302527	n	Synset('standpipe.n.01')	['standpipe']	-1.000	a vertical pipe
4320731	n	Synset('stinker.n.02')	['stinker']	-1.000	anything that gives off an offensive odor (especially a cheap cigar)
4332243	n	Synset('strainer.n.01')	['strainer']	-1.000	a filter to retain larger pieces while smaller pieces and liquids pass through
4353803	n	Synset('sum.n.05')	['sum', 'total', 'totality', 'aggregate']	-1.000	the whole amount
4365751	n	Synset('surveyor's_level.n.01')	["surveyor's_level"]	-1.000	surveying instrument consisting basically of a small telescope with an attached spirit level rotating around a vertical axis; for measuring relative heights of land
4372948	n	Synset('switch.n.03')	['switch']	-1.000	hairpiece consisting of a tress of false hair; used by women to give shape to a coiffure
4379243	n	Synset('table.n.02')	['table']	-1.000	a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs
4394630	n	Synset('tarmacadam.n.02')	['tarmacadam', 'tarmac', 'macadam']	-1.000	a paved surface having compressed layers of broken rocks held together with tar
4421740	n	Synset('thermojunction.n.01')	['thermojunction']	-1.000	a junction between two dissimilar metals across which a voltage appears
4431648	n	Synset('thumbstall.n.01')	['thumbstall']	-1.000	protective covering for an injured thumb
4436012	n	Synset('tilt-top_table.n.01')	['tilt-top_table', 'tip-top_table', 'tip_table']	-1.000	a pedestal table whose top is hinged so that it can be tilted to a vertical position
4515003	n	Synset('upright.n.02')	['upright', 'upright_piano']	-1.000	a piano with a vertical sounding board
4515129	n	Synset('upright.n.01')	['upright', 'vertical']	-1.000	a vertical structural member as a post or stake
4529795	n	Synset('vertical_section.n.01')	['vertical_section']	-1.000	a mechanical drawing showing the interior of an object as if made by a vertical plane passing through it
4529962	n	Synset('vertical_stabilizer.n.01')	['vertical_stabilizer', 'vertical_stabiliser', 'vertical_fin', 'tail_fin', 'tailfin']	-1.000	a stabilizer that is part of the vertical tail structure of an airplane
4530176	n	Synset('vertical_surface.n.01')	['vertical_surface']	-1.000	a surface that is vertical
4530283	n	Synset('vertical_tail.n.01')	['vertical_tail']	-1.000	the vertical airfoil in the tail assembly of an aircraft
4549028	n	Synset('wall_tent.n.01')	['wall_tent']	-1.000	a canvas tent with four vertical walls
4625284	n	Synset('restlessness.n.04')	['restlessness', 'uneasiness', 'queasiness']	-1.000	inability to rest or relax or be still
4625515	n	Synset('jactitation.n.03')	['jactitation', 'jactation']	-1.000	(pathology) extremely restless tossing and twitching usually by a person with a severe illness
4630137	n	Synset('dispassion.n.01')	['dispassion', 'dispassionateness', 'dryness']	-1.000	objectivity and detachment
4631470	n	Synset('gloominess.n.03')	['gloominess', 'lugubriousness', 'sadness']	-1.000	the quality of excessive mournfulness and uncheerfulness
4638175	n	Synset('toleration.n.01')	['toleration', 'acceptance', 'sufferance']	-1.000	a disposition to tolerate or accept people or situations
4639732	n	Synset('severity.n.04')	['severity', 'severeness', 'harshness', 'rigor', 'rigour', 'rigorousness', 'rigourousness', 'inclemency', 'hardness', 'stiffness']	-1.000	excessive sternness
4641447	n	Synset('ill_nature.n.01')	['ill_nature']	-1.000	a disagreeable, irritable, or malevolent disposition
4642258	n	Synset('temper.n.03')	['temper', 'biliousness', 'irritability', 'peevishness', 'pettishness', 'snappishness', 'surliness']	-1.000	a disposition to exhibit uncontrolled anger
4643221	n	Synset('disagreeableness.n.02')	['disagreeableness']	-1.000	an ill-tempered and offensive disposition
4644161	n	Synset('truculence.n.01')	['truculence', 'truculency']	-1.000	obstreperous and defiant aggressiveness
4645599	n	Synset('unwillingness.n.01')	['unwillingness', 'involuntariness']	-1.000	the trait of being unwilling
4645943	n	Synset('reluctance.n.02')	['reluctance', 'hesitancy', 'hesitation', 'disinclination', 'indisposition']	-1.000	a certain degree of unwillingness
4656748	n	Synset('unsociability.n.01')	['unsociability', 'unsociableness']	-1.000	an unsociable disposition; avoiding friendship or companionship
4658524	n	Synset('misanthropy.n.02')	['misanthropy']	-1.000	a disposition to dislike and mistrust other people
4658686	n	Synset('uncongeniality.n.01')	['uncongeniality']	-1.000	a disposition not to be congenial
4661151	n	Synset('deliberation.n.05')	['deliberation', 'deliberateness']	-1.000	the trait of thoughtfulness in action or decision
4661926	n	Synset('recklessness.n.01')	['recklessness', 'foolhardiness', 'rashness']	-1.000	the trait of giving little thought to danger
4663494	n	Synset('carefulness.n.02')	['carefulness']	-1.000	the quality of being careful and painstaking
4663763	n	Synset('mindfulness.n.01')	['mindfulness', 'heedfulness']	-1.000	the trait of staying aware of (paying close attention to) your responsibilities
4664058	n	Synset('caution.n.01')	['caution', 'cautiousness', 'carefulness']	-1.000	the trait of being cautious; being attentive to possible danger
4664413	n	Synset('wariness.n.01')	['wariness', 'chariness']	-1.000	the trait of being cautious and watchful
4669692	n	Synset('fault.n.06')	['fault']	-1.000	responsibility for a bad situation or event
4670531	n	Synset('untrustworthiness.n.01')	['untrustworthiness', 'untrustiness']	-1.000	the trait of not deserving trust or confidence
4671075	n	Synset('solidity.n.03')	['solidity', 'solidness']	-0.500	the quality of being solid and reliable financially or factually or morally
4671394	n	Synset('undependability.n.01')	['undependability', 'undependableness', 'unreliability', 'unreliableness']	-1.000	the trait of not being dependable or reliable
4673173	n	Synset('strictness.n.01')	['strictness', 'stringency']	-1.000	conscientious attention to rules and details
4673470	n	Synset('nonchalance.n.01')	['nonchalance', 'unconcern', 'indifference']	-1.000	the trait of remaining calm and seeming not to care; a casual lack of concern
4677952	n	Synset('semblance.n.01')	['semblance', 'gloss', 'color', 'colour']	-1.000	an outward or token appearance or form that is deliberately misleading
4680027	n	Synset('leer.n.02')	['leer']	-1.000	a suggestive or sneering look or grin
4690196	n	Synset('ugliness.n.01')	['ugliness']	-1.000	qualities of appearance that do not give pleasure to the senses
4690476	n	Synset('unsightliness.n.01')	['unsightliness']	-1.000	ugliness that is unpleasant to look at
4690933	n	Synset('unpleasingness.n.01')	['unpleasingness']	-1.000	the quality of being unpleasant
4693717	n	Synset('eyesore.n.01')	['eyesore']	-1.000	something very ugly and offensive
4699936	n	Synset('flamboyance.n.01')	['flamboyance', 'floridness', 'floridity', 'showiness']	-1.000	extravagant elaborateness
4705013	n	Synset('divisibility.n.01')	['divisibility']	-1.000	the quality of being divisible; the capacity to be divided into parts or divided among a number of persons
4705671	n	Synset('dullness.n.05')	['dullness', 'bluntness']	-1.000	without sharpness or clearness of edge or point
4706882	n	Synset('blatancy.n.01')	['blatancy']	-1.000	the property of being both obvious and offensive
4709253	n	Synset('difficulty.n.04')	['difficulty', 'difficultness']	-1.000	the quality of being difficult
4710127	n	Synset('asperity.n.01')	['asperity', 'grimness', 'hardship', 'rigor', 'rigour', 'severity', 'severeness', 'rigorousness', 'rigourousness']	-1.000	something hard to endure
4710588	n	Synset('hardness.n.04')	['hardness', 'ruggedness']	-1.000	the quality of being difficult to do
4716864	n	Synset('fitness.n.01')	['fitness', 'fittingness']	-1.000	the quality of being suitable
4718134	n	Synset('ineligibility.n.01')	['ineligibility']	-1.000	the quality or state of being ineligible
4720536	n	Synset('publicity.n.02')	['publicity']	-1.000	the quality of being open to public view
4721058	n	Synset('unsuitability.n.01')	['unsuitability', 'unsuitableness', 'ineptness']	-1.000	the quality of having the wrong properties for a specific purpose
4723107	n	Synset('inopportuneness.n.01')	['inopportuneness', 'untimeliness']	-1.000	the quality of occurring at an inconvenient time
4726938	n	Synset('humanness.n.01')	['humanness', 'humanity', 'manhood']	-1.000	the quality of being human
4730580	n	Synset('inferiority.n.02')	['inferiority', 'low_quality']	-1.000	an inferior quality
4739630	n	Synset('innateness.n.01')	['innateness']	-1.000	the quality of being innate
4747246	n	Synset('naturalness.n.03')	['naturalness']	-1.000	the likeness of a representation to the thing represented
4750164	n	Synset('dissimilarity.n.01')	['dissimilarity', 'unsimilarity']	-1.000	the quality of being dissimilar
4750414	n	Synset('disparateness.n.01')	['disparateness', 'distinctiveness']	-1.000	utter dissimilarity
4752530	n	Synset('disparity.n.01')	['disparity']	-1.000	inequality or difference in some respect
4758313	n	Synset('unpredictability.n.03')	['unpredictability']	-1.000	lacking predictability
4761212	n	Synset('substantiality.n.01')	['substantiality', 'substantialness', 'solidness']	-0.333	the quality of being substantial or having substance
4761517	n	Synset('immateriality.n.02')	['immateriality', 'incorporeality']	-1.000	the quality of not being physical; not consisting of matter
4763650	n	Synset('singularity.n.01')	['singularity', 'uniqueness']	-1.000	the quality of being one of a kind
4770211	n	Synset('irregularity.n.02')	['irregularity', 'unregularity']	-1.000	not characterized by a fixed principle or rate; at irregular intervals
4779649	n	Synset('unpleasantness.n.02')	['unpleasantness']	-1.000	the quality of giving displeasure
4779895	n	Synset('disagreeableness.n.01')	['disagreeableness']	-1.000	the quality of being disagreeable and unpleasant
4780114	n	Synset('abrasiveness.n.02')	['abrasiveness']	-1.000	the quality of being sharply disagreeable
4780232	n	Synset('acridity.n.03')	['acridity', 'acridness']	-1.000	the quality of being sharply disagreeable in language or tone
4780396	n	Synset('unpalatability.n.02')	['unpalatability', 'unpalatableness']	-1.000	the property of being unacceptable to the mind
4780605	n	Synset('disgustingness.n.02')	['disgustingness', 'unsavoriness']	-1.000	the property of being extremely unacceptable to the mind
4780755	n	Synset('nastiness.n.03')	['nastiness']	-1.000	the quality of being unpleasant
4780958	n	Synset('offensiveness.n.01')	['offensiveness', 'odiousness', 'distastefulness']	-1.000	the quality of being offensive
4781349	n	Synset('loathsomeness.n.01')	['loathsomeness', 'repulsiveness', 'sliminess', 'vileness', 'lousiness', 'wickedness']	-1.000	the quality of being disgusting to the senses or emotions
4781967	n	Synset('beastliness.n.02')	['beastliness']	-1.000	unpleasant nastiness; used especially of nasty weather
4782116	n	Synset('awfulness.n.01')	['awfulness', 'dreadfulness', 'horridness', 'terribleness']	-1.000	a quality of extreme unpleasantness
4782466	n	Synset('frightfulness.n.01')	['frightfulness']	-1.000	the quality of being frightful
4783567	n	Synset('cogency.n.02')	['cogency', 'validity', 'rigor', 'rigour']	-1.000	the quality of being valid and rigorous
4785908	n	Synset('naturalness.n.01')	['naturalness']	-1.000	the quality of being natural or based on natural principles
4786326	n	Synset('unaffectedness.n.01')	['unaffectedness']	-1.000	not affected; a personal manner that is not consciously constrained
4786994	n	Synset('ease.n.04')	['ease', 'informality']	-1.000	freedom from constraint or embarrassment
4788853	n	Synset('pretension.n.01')	['pretension', 'pretense', 'pretence']	-1.000	a false or unsupportable quality
4788982	n	Synset('pretentiousness.n.02')	['pretentiousness', 'pretension', 'largeness']	-1.000	the quality of being pretentious (behaving or speaking in such a manner as to create a false appearance of great importance or worth)
4790942	n	Synset('perniciousness.n.01')	['perniciousness', 'toxicity']	-1.000	grave harmfulness or deadliness
4791081	n	Synset('deadliness.n.01')	['deadliness', 'lethality']	-1.000	the quality of being deadly
4793925	n	Synset('unacceptability.n.01')	['unacceptability', 'unacceptableness']	-1.000	unsatisfactoriness by virtue of not conforming to approved standards
4800729	n	Synset('unorthodoxy.n.03')	['unorthodoxy', 'heterodoxy']	-1.000	the quality of being unorthodox
4807776	n	Synset('unworthiness.n.01')	['unworthiness']	-1.000	the quality or state of lacking merit or value
4807971	n	Synset('baseness.n.01')	['baseness', 'sordidness', 'contemptibility', 'despicableness', 'despicability']	-1.000	unworthiness by virtue of lacking higher values
4808281	n	Synset('shamefulness.n.01')	['shamefulness', 'disgracefulness', 'ignominiousness']	-1.000	unworthiness meriting public disgrace and dishonor
4808516	n	Synset('scandalousness.n.01')	['scandalousness']	-1.000	disgracefulness that offends public morality
4811995	n	Synset('refinement.n.05')	['refinement', 'civilization', 'civilisation']	-1.000	the quality of excellence in thought and manners and taste
4815916	n	Synset('woodenness.n.01')	['woodenness']	-1.000	the quality of being wooden and awkward
4818284	n	Synset('tastelessness.n.02')	['tastelessness']	-1.000	inelegance indicated by a lack of good taste
4819694	n	Synset('expressiveness.n.01')	['expressiveness']	-1.000	the quality of being expressive
4828255	n	Synset('impiety.n.01')	['impiety', 'impiousness']	-1.000	unrighteousness by virtue of lacking respect for a god
4828485	n	Synset('undutifulness.n.01')	['undutifulness']	-1.000	impiety characterized by lack of devotion to duty
4833458	n	Synset('stinginess.n.01')	['stinginess']	-1.000	a lack of generosity; a general unwillingness to part with money
4833687	n	Synset('meanness.n.02')	['meanness', 'minginess', 'niggardliness', 'niggardness', 'parsimony', 'parsimoniousness', 'tightness', 'tightfistedness', 'closeness']	-1.000	extreme stinginess
4834339	n	Synset('penuriousness.n.02')	['penuriousness']	-1.000	a disposition to be niggardly with money
4834605	n	Synset('selfishness.n.01')	['selfishness']	-1.000	stinginess resulting from a concern for your own welfare and a disregard of others
4837931	n	Synset('intrusiveness.n.01')	['intrusiveness', 'meddlesomeness', 'officiousness']	-1.000	aggressiveness as evidenced by intruding; by advancing yourself or your ideas without invitation
4839676	n	Synset('unfairness.n.02')	['unfairness', 'inequity']	-1.000	injustice by virtue of not conforming with rules or standards
4842515	n	Synset('cattiness.n.01')	['cattiness', 'bitchiness', 'spite', 'spitefulness', 'nastiness']	-1.000	malevolence by virtue of being malicious or spiteful or nasty
4844625	n	Synset('unfeelingness.n.01')	['unfeelingness', 'callousness', 'callosity', 'hardness', 'insensibility']	-1.000	devoid of passion or feeling; hardheartedness
4844891	n	Synset('dullness.n.04')	['dullness']	-1.000	lack of sensibility
4845684	n	Synset('beastliness.n.01')	['beastliness', 'meanness']	-1.000	the quality of being deliberately mean
4846533	n	Synset('maleficence.n.02')	['maleficence', 'mischief', 'balefulness']	-1.000	the quality or nature of being harmful or evil
4850589	n	Synset('immorality.n.01')	['immorality']	-1.000	the quality of not being in accord with standards of right or good conduct
4851585	n	Synset('corruptibility.n.01')	['corruptibility']	-1.000	the capability of being corrupted
4852088	n	Synset('evil.n.03')	['evil', 'evilness']	-1.000	the quality of being morally wrong in principle or practice
4852534	n	Synset('worst.n.02')	['worst']	-1.000	the greatest damage or wickedness of which one is capable
4852750	n	Synset('nefariousness.n.01')	['nefariousness', 'wickedness', 'vileness', 'ugliness']	-1.000	the quality of being wicked
4853948	n	Synset('corruptness.n.02')	['corruptness', 'corruption']	-1.000	lack of integrity or honesty (especially susceptibility to bribery); use of a position of trust for dishonest gain
4854259	n	Synset('venality.n.01')	['venality']	-1.000	prostitution of talents or offices or services for reward
4854389	n	Synset('injustice.n.02')	['injustice', 'unjustness']	-1.000	the practice of being unjust or unfair
4856182	n	Synset('sacrilegiousness.n.01')	['sacrilegiousness']	-1.000	profaneness by virtue of committing sacrilege
4857490	n	Synset('heart.n.03')	['heart', 'mettle', 'nerve', 'spunk']	-1.000	the courage to carry on
4860586	n	Synset('fearfulness.n.02')	['fearfulness']	-1.000	the trait of being afraid
4863074	n	Synset('stubbornness.n.02')	['stubbornness', 'bullheadedness', 'obstinacy', 'obstinance', 'pigheadedness', 'self-will']	-1.000	resolute adherence to your own ideas or desires
4873550	n	Synset('dishonorableness.n.01')	['dishonorableness', 'dishonourableness']	-1.000	the quality of not deserving honor or respect
4873804	n	Synset('ignobleness.n.01')	['ignobleness', 'ignobility']	-1.000	the quality of being ignoble
